customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
cust1777,male,0,no,no,46,no,no phone service,dsl,no,no,yes,no,yes,no,two year,yes,credit card,87.17,4009.82,no
cust1778,female,1,no,yes,68,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,34.64,2355.52,yes
cust1779,female,1,no,no,4,yes,no,dsl,yes,no,no,no,yes,yes,two year,no,mailed check,96.96,387.84,yes
cust1780,female,0,no,no,66,no,no phone service,fiber optic,yes,no,no,yes,yes,yes,one year,yes,electronic check,56.08,3701.28,no
cust1781,female,1,yes,no,43,no,no phone service,fiber optic,yes,no,no,yes,yes,no,one year,no,electronic check,119.39,5133.77,no
cust1782,female,0,no,yes,62,no,no phone service,dsl,no,yes,no,yes,yes,no,one year,no,electronic check,87.12,5401.44,yes
cust1783,female,0,no,yes,4,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer,103.59,414.36,no
cust1784,male,1,no,no,65,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,93.38,6069.7,yes
cust1785,female,0,no,no,62,no,no phone service,dsl,yes,no,yes,yes,no,no,month-to-month,no,mailed check,79.42,4924.04,no
cust1786,female,0,no,no,2,yes,yes,fiber optic,yes,no,no,no,yes,yes,two year,yes,credit card,91.63,183.26,yes
cust1787,female,0,no,no,9,yes,no,fiber optic,no,no,no,no,yes,yes,one year,no,mailed check,79.75,717.75,no
cust1788,male,0,no,yes,57,no,no phone service,fiber optic,yes,no,no,no,no,no,two year,no,credit card,25.12,1431.84,no
cust1789,female,0,yes,no,45,yes,yes,fiber optic,yes,no,yes,no,no,yes,one year,yes,bank transfer,54.55,2454.75,yes
cust1790,male,0,no,yes,18,yes,yes,dsl,no,yes,no,no,yes,no,one year,no,credit card,51.64,929.52,no
cust1791,female,1,no,no,48,no,no phone service,dsl,yes,yes,yes,no,no,yes,month-to-month,no,credit card,91.4,4387.2,yes
cust1792,male,0,no,yes,42,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,bank transfer,77.62,3260.04,no
cust1793,male,1,yes,yes,41,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,81.05,3323.05,yes
cust1794,female,1,yes,no,58,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,104.7,6072.6,no
cust1795,female,0,yes,yes,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,72.53,3046.26,no
cust1796,male,1,no,no,35,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,41.83,1464.05,yes
cust1797,female,1,no,yes,38,no,no phone service,dsl,no,yes,yes,no,no,yes,two year,no,electronic check,21.24,807.12,yes
cust1798,male,0,no,yes,67,no,no phone service,dsl,no,no,yes,yes,no,yes,one year,no,credit card,35.95,2408.65,no
cust1799,male,0,yes,no,41,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer,23.06,945.46,yes
cust1800,male,0,no,no,50,no,no phone service,dsl,no,no,no,yes,yes,no,month-to-month,yes,bank transfer,43.71,2185.5,no
cust1801,male,1,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,83.5,6012.0,yes
cust1802,male,1,yes,yes,45,yes,yes,fiber optic,no,no,no,no,no,no,two year,no,credit card,35.14,1581.3,no
cust1803,female,0,yes,no,71,no,no phone service,fiber optic,yes,no,yes,yes,no,no,one year,no,mailed check,28.19,2001.49,yes
cust1804,male,0,yes,no,19,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,117.09,2224.71,no
cust1805,male,1,yes,no,17,yes,yes,dsl,yes,no,no,no,yes,no,month-to-month,yes,bank transfer,119.69,2034.73,yes
cust1806,female,1,no,yes,65,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card,83.7,5440.5,no
cust1807,male,1,no,no,56,no,no phone service,dsl,no,yes,yes,yes,yes,no,one year,yes,electronic check,30.86,1728.16,yes
cust1808,female,1,yes,no,41,no,no phone service,fiber optic,yes,no,no,yes,no,yes,one year,yes,credit card,102.15,4188.15,yes
cust1809,female,0,no,yes,42,yes,yes,dsl,yes,no,yes,no,no,no,two year,no,electronic check,73.92,3104.64,yes
cust1810,female,1,no,no,6,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,38.21,229.26,no
cust1811,male,1,yes,no,69,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,no,credit card,77.57,5352.33,yes
cust1812,male,1,yes,no,40,no,no phone service,fiber optic,no,no,yes,yes,yes,no,two year,yes,electronic check,23.94,957.6,yes
cust1813,male,1,no,no,41,no,no phone service,dsl,no,no,yes,no,yes,yes,two year,yes,electronic check,117.25,4807.25,yes
cust1814,female,0,no,yes,9,yes,yes,fiber optic,yes,yes,yes,no,no,yes,one year,yes,mailed check,102.6,923.4,no
cust1815,male,0,no,no,8,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,no,mailed check,46.08,368.64,no
cust1816,female,1,no,no,44,no,no phone service,dsl,no,no,yes,yes,yes,no,month-to-month,yes,credit card,61.89,2723.16,yes
cust1817,male,1,yes,no,58,no,no phone service,fiber optic,no,no,yes,no,no,yes,one year,no,bank transfer,59.53,3452.74,no
cust1818,female,0,no,no,67,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer,106.15,7112.05,yes
cust1819,male,0,yes,no,13,yes,no,dsl,yes,yes,no,yes,yes,no,two year,yes,mailed check,55.46,720.98,yes
cust1820,male,1,yes,no,19,no,no phone service,dsl,no,yes,no,no,no,no,one year,no,mailed check,24.8,471.2,no
cust1821,male,1,no,yes,49,yes,yes,dsl,yes,no,yes,no,yes,no,one year,yes,credit card,41.47,2032.03,yes
cust1822,female,0,no,yes,30,no,no phone service,dsl,no,yes,yes,no,no,yes,two year,no,electronic check,41.56,1246.8,yes
cust1823,female,0,no,yes,66,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,114.92,7584.72,yes
cust1824,male,0,yes,no,59,no,no phone service,dsl,no,no,no,no,no,no,one year,yes,electronic check,112.41,6632.19,no
cust1825,male,0,yes,no,53,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,50.06,2653.18,no
cust1826,female,0,yes,no,52,no,no phone service,dsl,no,no,yes,no,no,no,one year,yes,bank transfer,20.28,1054.56,yes
cust1827,female,0,yes,yes,31,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,bank transfer,71.7,2222.7,yes
cust1828,female,1,no,no,15,no,no phone service,fiber optic,yes,no,no,yes,yes,no,month-to-month,no,bank transfer,99.72,1495.8,no
cust1829,male,0,yes,yes,20,yes,no,fiber optic,no,no,yes,yes,yes,no,two year,yes,electronic check,46.86,937.2,no
cust1830,female,0,yes,no,5,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card,63.9,319.5,no
cust1831,male,0,no,no,7,no,no phone service,fiber optic,no,yes,yes,yes,yes,yes,one year,no,credit card,37.28,260.96,no
cust1832,female,0,yes,yes,18,no,no phone service,dsl,no,yes,no,yes,yes,no,month-to-month,no,bank transfer,52.74,949.32,yes
cust1833,male,1,yes,yes,56,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer,95.89,5369.84,no
cust1834,female,1,no,yes,45,yes,no,fiber optic,no,yes,yes,yes,yes,no,one year,no,electronic check,62.83,2827.35,yes
cust1835,female,0,yes,yes,28,yes,yes,dsl,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,64.73,1812.44,yes
cust1836,female,1,yes,yes,50,no,no phone service,fiber optic,yes,yes,yes,no,no,yes,month-to-month,no,credit card,98.96,4948.0,yes
cust1837,female,1,yes,yes,2,no,no phone service,fiber optic,yes,yes,no,no,no,yes,month-to-month,no,mailed check,96.3,192.6,no
cust1838,female,1,yes,no,68,yes,yes,fiber optic,no,no,no,no,no,yes,two year,yes,credit card,38.72,2632.96,no
cust1839,male,1,no,yes,24,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,credit card,61.53,1476.72,no
cust1840,female,1,yes,no,48,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,no,credit card,104.89,5034.72,no
cust1841,female,1,no,no,45,no,no phone service,fiber optic,yes,no,no,yes,yes,no,one year,no,electronic check,65.67,2955.15,no
cust1842,female,0,yes,no,58,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer,86.18,4998.44,yes
cust1843,male,0,no,no,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,50.6,1821.6,no
cust1844,female,0,no,no,2,no,no phone service,fiber optic,yes,yes,no,no,no,yes,one year,yes,bank transfer,25.96,51.92,yes
cust1845,male,0,no,yes,18,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,36.49,656.82,yes
cust1846,female,0,yes,yes,49,no,no phone service,fiber optic,no,no,yes,yes,yes,no,month-to-month,yes,mailed check,60.17,2948.33,no
cust1847,female,1,yes,yes,8,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,yes,mailed check,55.35,442.8,no
cust1848,male,0,yes,no,58,yes,yes,dsl,yes,no,no,yes,no,yes,month-to-month,yes,bank transfer,109.56,6354.48,yes
cust1849,female,0,no,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card,74.56,1118.4,no
cust1850,male,1,yes,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,82.72,1406.24,yes
cust1851,male,1,yes,no,23,no,no phone service,fiber optic,no,yes,no,yes,no,no,two year,no,mailed check,88.87,2044.01,yes
cust1852,female,0,yes,no,66,yes,no,fiber optic,no,yes,yes,no,no,yes,two year,yes,credit card,73.16,4828.56,no
cust1853,male,1,yes,no,70,no,no phone service,fiber optic,yes,no,yes,yes,yes,yes,one year,no,mailed check,96.96,6787.2,yes
cust1854,female,1,no,yes,27,yes,no,dsl,yes,no,yes,no,no,yes,two year,no,bank transfer,98.31,2654.37,yes
cust1855,female,1,no,yes,37,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,credit card,55.14,2040.18,no
cust1856,male,1,yes,yes,49,yes,no,dsl,yes,yes,yes,yes,no,no,month-to-month,yes,bank transfer,28.48,1395.52,yes
cust1857,male,0,yes,yes,64,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,118.64,7592.96,no
cust1858,male,1,yes,yes,34,yes,no,dsl,no,no,yes,yes,yes,no,two year,no,bank transfer,84.26,2864.84,no
cust1859,male,0,no,no,18,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card,90.89,1636.02,yes
cust1860,female,0,yes,yes,64,no,no phone service,dsl,yes,yes,no,no,no,no,two year,no,mailed check,95.67,6122.88,yes
cust1861,female,1,no,no,44,no,no phone service,dsl,yes,no,yes,no,yes,no,month-to-month,no,mailed check,81.3,3577.2,no
cust1862,male,1,no,no,17,no,no phone service,fiber optic,yes,yes,yes,no,no,yes,one year,yes,credit card,67.09,1140.53,yes
cust1863,female,1,yes,no,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,118.47,6989.73,no
cust1864,female,0,yes,yes,13,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,yes,credit card,92.77,1206.01,yes
cust1865,female,1,yes,no,52,no,no phone service,dsl,yes,no,no,yes,yes,yes,month-to-month,yes,electronic check,104.58,5438.16,yes
cust1866,female,1,no,no,60,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,63.97,3838.2,no
cust1867,male,1,no,yes,42,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,mailed check,110.48,4640.16,yes
cust1868,male,1,yes,no,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,93.22,5966.08,no
cust1869,female,1,no,no,66,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,94.61,6244.26,no
cust1870,male,0,yes,no,34,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card,28.69,975.46,no
cust1871,male,1,yes,yes,71,yes,yes,dsl,no,yes,yes,no,no,no,two year,yes,bank transfer,81.75,5804.25,yes
cust1872,male,1,no,no,64,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,credit card,53.52,3425.28,no
cust1873,female,1,no,no,33,no,no phone service,fiber optic,yes,no,no,yes,yes,no,one year,no,credit card,86.9,2867.7,yes
cust1874,female,0,no,yes,12,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,76.82,921.84,yes
cust1875,female,1,no,yes,19,no,no phone service,dsl,no,yes,yes,no,no,yes,month-to-month,no,credit card,31.12,591.28,yes
cust1876,male,0,yes,no,9,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic check,73.0,657.0,no
cust1877,female,0,yes,yes,17,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card,65.13,1107.21,no
cust1878,female,1,yes,yes,50,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card,97.64,4882.0,yes
cust1879,male,1,no,yes,39,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card,70.26,2740.14,yes
cust1880,female,1,yes,yes,41,yes,yes,fiber optic,yes,no,yes,no,no,yes,two year,no,mailed check,68.12,2792.92,yes
cust1881,female,0,no,yes,10,no,no phone service,fiber optic,yes,yes,yes,no,no,yes,month-to-month,yes,credit card,91.95,919.5,no
cust1882,male,0,no,yes,12,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,bank transfer,86.86,1042.32,no
cust1883,male,0,no,yes,15,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,119.19,1787.85,no
cust1884,male,0,yes,no,28,no,no phone service,dsl,no,yes,yes,no,yes,yes,two year,no,electronic check,55.2,1545.6,yes
cust1885,female,0,no,yes,4,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card,88.84,355.36,yes
cust1886,female,0,no,yes,36,no,no phone service,dsl,yes,no,yes,no,no,yes,two year,yes,electronic check,36.73,1322.28,yes
cust1887,female,1,no,yes,65,no,no phone service,fiber optic,yes,no,no,no,no,yes,one year,yes,bank transfer,100.46,6529.9,yes
cust1888,male,1,no,no,47,no,no phone service,fiber optic,yes,yes,yes,no,no,yes,two year,no,bank transfer,98.62,4635.14,no
cust1889,male,0,no,yes,39,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,bank transfer,92.58,3610.62,no
cust1890,female,1,no,yes,38,no,no phone service,dsl,no,yes,yes,yes,no,yes,one year,yes,bank transfer,31.91,1212.58,no
cust1891,female,1,no,no,44,yes,no,dsl,yes,no,yes,yes,no,yes,one year,yes,credit card,118.75,5225.0,yes
cust1892,male,0,no,yes,51,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,114.26,5827.26,yes
cust1893,male,0,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,57.01,1482.26,yes
cust1894,male,1,no,no,36,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,77.73,2798.28,no
cust1895,male,0,no,yes,69,no,no phone service,fiber optic,yes,no,yes,yes,yes,no,one year,yes,mailed check,108.89,7513.41,yes
cust1896,female,0,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,69.46,69.46,yes
cust1897,male,1,yes,yes,53,no,no phone service,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card,79.92,4235.76,yes
cust1898,female,0,yes,yes,6,no,no phone service,dsl,yes,no,no,no,yes,yes,two year,no,mailed check,80.32,481.92,yes
cust1899,female,1,no,no,37,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,no,bank transfer,84.93,3142.41,yes
cust1900,female,1,no,no,2,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,no,credit card,77.55,155.1,no
cust1901,male,1,no,yes,69,no,no phone service,fiber optic,no,yes,no,yes,yes,yes,two year,no,credit card,60.59,4180.71,yes
cust1902,male,1,yes,yes,41,yes,yes,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,credit card,73.95,3031.95,yes
cust1903,male,1,yes,no,51,yes,yes,dsl,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,107.14,5464.14,yes
cust1904,male,0,yes,yes,47,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,106.41,5001.27,yes
cust1905,female,0,no,yes,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,97.25,1264.25,no
cust1906,male,0,no,yes,69,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,61.41,4237.29,yes
cust1907,male,0,no,no,66,yes,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer,98.6,6507.6,no
cust1908,female,1,no,yes,59,no,no phone service,dsl,no,yes,no,yes,no,no,one year,no,credit card,58.79,3468.61,no
cust1909,male,1,yes,yes,68,no,no phone service,dsl,yes,yes,yes,yes,no,yes,month-to-month,yes,bank transfer,86.41,5875.88,no
cust1910,female,0,no,yes,59,no,no phone service,dsl,yes,no,no,no,yes,yes,two year,yes,electronic check,76.74,4527.66,no
cust1911,female,1,yes,no,10,yes,no,dsl,yes,yes,no,yes,yes,yes,month-to-month,yes,bank transfer,50.0,500.0,no
cust1912,female,0,yes,no,13,no,no phone service,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,mailed check,65.29,848.77,no
cust1913,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,103.04,206.08,yes
cust1914,female,0,yes,yes,15,no,no phone service,fiber optic,no,yes,no,yes,no,no,two year,no,credit card,111.28,1669.2,yes
cust1915,female,1,yes,no,46,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card,40.53,1864.38,no
cust1916,female,1,yes,yes,57,no,no phone service,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,65.62,3740.34,no
cust1917,female,1,yes,no,10,yes,yes,dsl,yes,no,yes,yes,yes,no,month-to-month,yes,electronic check,63.35,633.5,no
cust1918,male,1,no,yes,22,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card,68.9,1515.8,yes
cust1919,male,0,no,no,8,no,no phone service,fiber optic,yes,no,yes,yes,no,no,one year,yes,credit card,117.66,941.28,yes
cust1920,male,1,yes,yes,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer,71.87,1509.27,no
cust1921,male,1,no,yes,22,no,no phone service,dsl,yes,no,yes,yes,no,no,month-to-month,no,credit card,103.01,2266.22,no
cust1922,female,1,yes,no,45,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,no,electronic check,86.39,3887.55,yes
cust1923,male,0,no,yes,40,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,30.72,1228.8,yes
cust1924,female,0,no,no,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,89.57,1970.54,no
cust1925,male,1,no,no,30,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,yes,mailed check,84.71,2541.3,no
cust1926,male,1,no,yes,62,no,no phone service,dsl,yes,yes,yes,no,no,no,two year,no,credit card,95.85,5942.7,no
cust1927,male,1,no,yes,45,yes,yes,dsl,yes,yes,yes,no,no,no,one year,yes,bank transfer,27.44,1234.8,yes
cust1928,female,1,yes,no,35,no,no phone service,fiber optic,yes,no,yes,no,yes,yes,one year,no,credit card,44.13,1544.55,yes
cust1929,male,0,no,no,42,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,96.93,4071.06,yes
cust1930,female,1,yes,no,5,yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,no,electronic check,57.06,285.3,yes
cust1931,female,1,yes,yes,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,111.08,2999.16,no
cust1932,male,1,no,no,70,no,no phone service,fiber optic,no,no,yes,yes,no,no,two year,no,credit card,71.77,5023.9,yes
cust1933,male,0,yes,yes,62,yes,no,fiber optic,yes,no,yes,yes,no,yes,month-to-month,yes,credit card,20.1,1246.2,no
cust1934,male,0,no,yes,32,yes,yes,dsl,no,no,yes,no,no,yes,two year,no,mailed check,89.88,2876.16,no
cust1935,female,1,yes,no,8,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,71.35,570.8,no
cust1936,male,1,yes,no,18,yes,yes,fiber optic,no,yes,yes,yes,no,yes,month-to-month,yes,mailed check,51.71,930.78,no
cust1937,female,1,no,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,22.04,330.6,no
cust1938,female,1,no,yes,26,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,39.87,1036.62,yes
cust1939,male,1,no,yes,53,no,no phone service,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,credit card,36.16,1916.48,yes
cust1940,male,0,no,yes,44,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer,78.29,3444.76,no
cust1941,female,0,yes,no,32,yes,no,fiber optic,yes,no,yes,yes,no,no,month-to-month,yes,bank transfer,96.96,3102.72,no
cust1942,female,0,no,yes,28,no,no phone service,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,electronic check,43.46,1216.88,yes
cust1943,female,1,yes,no,39,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card,89.77,3501.03,yes
cust1944,male,0,yes,no,32,no,no phone service,fiber optic,yes,no,yes,yes,yes,yes,two year,no,electronic check,109.98,3519.36,no
cust1945,female,0,yes,no,18,no,no phone service,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,mailed check,82.16,1478.88,yes
cust1946,male,0,yes,yes,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,97.56,6829.2,no
cust1947,female,1,yes,yes,11,no,no phone service,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,mailed check,40.42,444.62,no
cust1948,female,1,yes,no,32,no,no phone service,fiber optic,no,yes,yes,no,no,yes,month-to-month,no,mailed check,27.49,879.68,yes
cust1949,male,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,56.54,1130.8,no
cust1950,female,1,yes,no,40,no,no phone service,fiber optic,yes,no,no,yes,no,no,two year,yes,mailed check,90.9,3636.0,yes
cust1951,male,0,yes,no,8,no,no phone service,dsl,yes,yes,yes,yes,yes,no,month-to-month,no,electronic check,88.61,708.88,yes
cust1952,male,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,115.51,4042.85,no
cust1953,female,0,no,no,69,no,no phone service,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,83.0,5727.0,no
cust1954,male,0,no,yes,21,no,no phone service,dsl,yes,no,no,yes,no,no,month-to-month,yes,mailed check,61.13,1283.73,no
cust1955,male,1,yes,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,99.71,2393.04,yes
cust1956,female,1,no,yes,17,yes,no,fiber optic,no,no,yes,yes,no,no,two year,no,mailed check,35.31,600.27,no
cust1957,male,1,yes,yes,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,101.3,1823.4,yes
cust1958,male,1,no,no,12,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card,56.59,679.08,yes
cust1959,male,0,yes,yes,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,35.4,566.4,no
cust1960,female,1,no,no,4,yes,yes,fiber optic,no,yes,no,no,yes,no,one year,yes,bank transfer,36.21,144.84,yes
cust1961,male,0,no,yes,34,yes,no,dsl,no,no,no,yes,no,no,one year,yes,electronic check,118.36,4024.24,no
cust1962,female,1,no,no,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,82.32,3786.72,no
cust1963,female,1,yes,no,31,yes,no,fiber optic,yes,no,no,yes,yes,yes,one year,no,bank transfer,37.43,1160.33,yes
cust1964,male,1,yes,no,25,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card,46.86,1171.5,no
cust1965,male,0,yes,no,24,yes,yes,dsl,yes,no,no,yes,no,no,two year,yes,credit card,57.21,1373.04,no
cust1966,male,0,no,no,65,yes,yes,dsl,no,no,yes,no,no,yes,one year,no,bank transfer,25.59,1663.35,no
cust1967,female,0,no,yes,25,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,30.84,771.0,no
cust1968,male,0,yes,no,28,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,no,mailed check,96.18,2693.04,no
cust1969,male,1,no,yes,36,yes,yes,dsl,yes,no,yes,no,no,no,month-to-month,no,electronic check,98.69,3552.84,no
cust1970,male,0,yes,no,6,yes,no,fiber optic,no,no,yes,no,yes,no,one year,no,bank transfer,118.82,712.92,no
cust1971,male,0,yes,yes,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer,26.76,1766.16,yes
cust1972,male,1,yes,yes,67,yes,yes,dsl,no,no,no,yes,yes,no,one year,no,electronic check,108.92,7297.64,no
cust1973,female,1,yes,yes,72,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card,51.72,3723.84,no
cust1974,female,0,no,no,48,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card,52.79,2533.92,yes
cust1975,male,1,no,yes,70,no,no phone service,dsl,yes,no,no,no,yes,yes,one year,yes,bank transfer,32.73,2291.1,no
cust1976,male,0,no,no,67,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,118.63,7948.21,no
cust1977,male,1,yes,no,48,yes,no,fiber optic,no,no,no,no,no,yes,one year,no,bank transfer,118.1,5668.8,yes
